year,brand,km_driven,mileage,engine,max_power,torque,seats,fuel_type,transmission,owner_count,price
2010,Tata,86431,24.3,1780,81.8,158.3,4,Petrol,Manual,3,56390
1996,Renault,105416,18.88,2979,50.1,230.7,5,CNG,Automatic,2,30000
2011,Ford,198654,23.76,2762,106.0,179.9,6,CNG,Manual,1,147929
2004,Maruti,173251,26.55,2061,113.7,386.5,7,Electric,Manual,3,99882
2001,Hyundai,11267,15.65,1832,106.4,128.4,6,Diesel,Manual,1,134184
2021,Kia,119304,17.87,2231,68.7,263.3,6,CNG,Automatic,3,91273
2004,Volkswagen,48829,15.86,2672,53.2,218.3,5,Diesel,Automatic,1,97003
2013,Toyota,171517,14.31,1160,158.0,183.3,6,Electric,Automatic,2,204085
2014,Honda,101540,21.57,2579,118.8,252.8,7,Petrol,Automatic,3,157554
2021,Hyundai,22955,29.71,1976,160.0,341.6,6,Petrol,Manual,3,228245
2003,Renault,28479,10.57,2909,111.6,145.6,4,CNG,Automatic,1,159507
2016,Ford,22178,15.13,2181,90.8,245.7,7,Diesel,Automatic,1,105520
2011,Kia,179679,29.79,1876,198.1,85.8,6,Diesel,Manual,3,205910
2003,Honda,152759,16.1,1687,86.3,263.7,5,Petrol,Manual,2,59652
2003,Maruti,104665,10.01,2943,153.0,184.6,7,Electric,Manual,2,163826
1999,Kia,62037,29.8,2721,161.1,320.3,7,Electric,Automatic,1,219484
2018,Mahindra,139300,25.22,1103,133.1,362.7,6,Diesel,Automatic,1,140483
2001,Mahindra,58996,13.21,2807,117.2,257.0,5,Diesel,Manual,3,185898
2005,Honda,107190,12.64,2033,186.8,222.8,7,CNG,Manual,1,237426
2002,Renault,19656,20.81,1485,90.3,182.7,4,Electric,Manual,3,61316
2019,Renault,40389,10.23,909,119.9,148.0,7,Electric,Manual,1,167246
2008,Maruti,167839,25.03,1916,164.4,85.3,6,Diesel,Automatic,1,189149
1996,Toyota,50878,16.71,1563,51.4,91.2,4,Petrol,Automatic,2,72013
2004,Tata,122705,29.48,2099,80.7,195.8,5,CNG,Manual,1,136688
2015,Kia,144290,10.39,922,125.5,160.1,6,Diesel,Manual,1,140438
2018,Hyundai,116505,27.45,1263,195.5,188.0,4,Petrol,Automatic,1,231641
2010,Ford,195756,17.21,2045,53.3,126.4,6,CNG,Automatic,1,35883
2010,Volkswagen,98268,23.35,976,188.1,335.3,6,CNG,Automatic,3,244651
2013,Maruti,77966,29.98,2786,142.1,156.8,4,Petrol,Manual,1,163396
2021,Volkswagen,127433,25.48,1483,68.9,358.6,7,Petrol,Automatic,2,118529
2005,Toyota,167056,22.55,2423,125.9,315.5,7,Electric,Manual,3,131336
2000,Volkswagen,88416,16.78,2368,47.8,183.2,4,Petrol,Manual,2,82655
2000,Ford,110114,20.33,2774,176.5,173.4,7,CNG,Manual,1,169812
2001,Honda,22180,20.69,1925,57.4,150.3,7,Diesel,Automatic,2,30000
2010,Honda,15513,23.36,2188,195.8,257.9,6,Electric,Automatic,1,197441
2007,Toyota,100051,26.06,1189,56.6,67.9,5,Diesel,Automatic,2,63682
2021,Renault,9374,27.21,2570,112.3,345.1,5,Petrol,Automatic,1,185344
1997,Honda,95595,22.86,927,186.8,345.4,6,Diesel,Manual,2,231124
2018,Renault,90871,17.85,2313,168.0,210.2,7,Petrol,Manual,2,219592
2018,Volkswagen,71130,27.81,2194,108.0,205.5,6,Petrol,Automatic,3,161646
2003,Kia,100482,23.4,1018,56.9,336.4,7,Petrol,Manual,3,100435
2018,Renault,13182,12.31,2771,54.4,300.3,6,Electric,Manual,3,53917
1997,Renault,56776,11.02,1194,164.9,288.3,6,Electric,Manual,1,153882
2000,Kia,117310,12.51,2505,85.9,78.4,5,Diesel,Manual,1,62851
2019,Toyota,40545,25.69,2991,57.3,167.6,6,CNG,Manual,2,117303
2011,Honda,27436,29.16,2568,160.2,362.0,5,Diesel,Manual,1,151722
1997,Renault,39454,24.31,1236,177.8,342.1,4,CNG,Automatic,1,253245
1996,Maruti,152015,11.41,1855,175.1,306.6,6,CNG,Automatic,2,249100
2006,Volkswagen,129713,23.42,2639,194.8,117.0,7,Petrol,Manual,1,217593
2018,Maruti,94390,12.67,1046,77.6,223.2,6,Petrol,Automatic,1,116404
2000,Toyota,124982,19.09,2999,141.9,294.5,7,Electric,Manual,2,187110
2004,Volkswagen,109347,13.56,1401,127.2,177.9,4,Petrol,Manual,1,131089
2005,Honda,19745,22.94,1118,53.8,365.7,5,CNG,Manual,1,64120
2010,Volkswagen,79143,22.9,1512,59.9,198.1,7,Petrol,Automatic,2,113065
2021,Hyundai,100489,28.26,1321,71.9,384.2,5,Petrol,Manual,3,92747
2010,Kia,101995,14.18,1203,164.2,246.9,6,CNG,Automatic,2,180894
2018,Mahindra,188381,28.67,1885,162.3,378.0,4,Diesel,Manual,3,246715
2012,Honda,196652,25.64,1033,108.0,384.9,4,Petrol,Automatic,3,108988
2021,Kia,82803,12.19,2152,120.8,363.1,7,Electric,Automatic,3,135152
2016,Renault,13001,16.86,1867,112.8,387.5,7,Petrol,Automatic,2,186363
2017,Toyota,20123,26.91,2480,76.8,277.4,4,Petrol,Manual,1,114744
2018,Volkswagen,10991,12.59,1502,124.6,362.3,5,Electric,Automatic,3,125616
2003,Mahindra,183739,13.41,2059,49.1,241.7,4,Electric,Manual,3,47400
2015,Mahindra,165623,25.55,864,138.2,199.3,5,CNG,Automatic,3,151519
2021,Renault,33915,20.13,1984,179.8,348.4,6,Diesel,Automatic,2,175462
2013,Ford,50436,23.8,983,130.5,270.7,4,Electric,Automatic,3,165693
1996,Honda,37626,22.9,2820,176.0,162.4,4,Petrol,Automatic,3,183615
2018,Tata,96155,13.6,1196,58.8,273.2,4,Petrol,Automatic,1,49111
1995,Tata,46993,29.36,1211,135.1,195.9,6,CNG,Manual,1,179036
2020,Hyundai,30912,26.6,2986,55.6,122.6,6,Diesel,Manual,3,70722
2010,Maruti,130682,15.11,2545,173.9,196.1,5,Electric,Manual,2,233422
2016,Ford,194075,23.25,1824,73.6,274.1,7,CNG,Manual,2,128205
2012,Honda,127342,10.19,1454,66.7,338.9,7,CNG,Automatic,2,103496
1997,Mahindra,58863,10.18,954,76.0,92.7,4,CNG,Automatic,2,71509
2018,Renault,72890,10.83,1120,182.7,144.3,7,Electric,Manual,3,182082
1995,Mahindra,198063,19.94,2878,89.7,172.4,6,CNG,Manual,3,88009
2000,Mahindra,55318,22.28,1181,160.3,394.2,6,CNG,Automatic,3,234577
2013,Mahindra,62761,13.05,1433,132.5,243.3,7,Electric,Automatic,1,128303
2016,Ford,39283,20.05,1813,196.8,340.1,5,Electric,Automatic,1,205410
2013,Hyundai,86040,22.53,2956,130.7,218.6,6,Diesel,Manual,1,142207
2005,Maruti,6440,23.26,2761,66.0,198.0,6,Petrol,Automatic,2,128157
2021,Toyota,13364,26.78,2880,128.9,66.8,5,Diesel,Manual,2,176087
2002,Mahindra,174158,19.23,2337,164.0,270.7,7,Electric,Automatic,1,207142
1999,Ford,68194,29.42,1167,148.3,106.9,4,Petrol,Manual,3,197782
2014,Maruti,167811,28.87,1272,105.3,129.1,7,Petrol,Manual,2,148707
2003,Kia,176625,29.7,2719,193.3,291.2,4,Electric,Manual,1,267814
2009,Volkswagen,81560,29.08,2790,61.6,277.4,4,Electric,Manual,3,123905
2015,Toyota,1817,22.34,2199,198.9,293.4,6,Petrol,Manual,3,239060
2022,Tata,126457,19.85,1842,140.0,64.4,4,Electric,Automatic,3,138699
2008,Maruti,99313,18.49,1509,168.2,348.6,6,Petrol,Automatic,3,164357
1998,Kia,136124,18.42,2519,126.4,261.7,7,CNG,Manual,3,174723
2018,Toyota,5673,20.15,1645,151.3,256.0,5,Petrol,Automatic,3,149963
2018,Mahindra,76784,22.26,1845,170.2,204.9,7,CNG,Manual,1,217472
2002,Renault,43622,16.62,2966,50.3,75.2,7,Electric,Manual,2,82839
2014,Tata,78349,19.9,2912,181.7,340.6,5,Electric,Automatic,3,251925
2023,Volkswagen,62062,16.45,1528,137.3,348.0,7,Petrol,Manual,3,217514
2011,Honda,41706,16.8,988,121.7,374.1,7,Electric,Automatic,1,112342
1996,Volkswagen,27265,18.98,802,164.4,294.1,4,Diesel,Manual,1,168963
2014,Renault,15726,17.11,985,200.0,387.9,7,Electric,Manual,3,221780
2010,Tata,124943,23.94,1989,66.5,222.5,5,CNG,Manual,1,75970
2004,Hyundai,107072,19.36,1009,191.0,323.1,5,CNG,Automatic,1,203635
1996,Mahindra,125260,23.9,2521,96.1,156.2,4,Diesel,Manual,2,102808
2005,Honda,101962,24.89,2739,182.0,349.3,5,Diesel,Manual,2,211195
2004,Toyota,86677,12.52,1122,154.4,228.5,6,CNG,Automatic,1,141187
2013,Kia,163530,19.68,2854,88.0,96.0,6,CNG,Automatic,1,135356
2019,Honda,113757,18.33,2572,91.6,121.6,7,Diesel,Manual,2,112396
2019,Mahindra,156718,13.45,2538,98.1,100.9,7,Electric,Manual,1,161778
2008,Renault,124557,15.4,910,98.6,91.4,4,Electric,Manual,2,119627
2005,Kia,108377,19.0,2139,139.5,154.8,5,CNG,Manual,2,130114
2003,Ford,26052,14.19,2830,127.7,82.3,4,CNG,Manual,2,164998
2001,Toyota,119708,14.39,2433,86.8,288.1,5,CNG,Automatic,2,61527
2009,Kia,129853,28.76,992,81.3,131.4,7,CNG,Manual,3,135917
2014,Hyundai,173180,11.85,2446,175.4,341.2,6,CNG,Manual,1,203843
2011,Hyundai,68817,16.85,2960,46.9,79.8,4,CNG,Manual,2,55944
1997,Toyota,111660,13.02,1655,196.9,397.7,6,Electric,Manual,3,272388
2009,Hyundai,44175,14.22,2677,60.3,220.4,5,Diesel,Automatic,3,87443
2008,Honda,190876,26.83,866,138.7,310.1,7,Petrol,Automatic,3,183397
2002,Mahindra,134359,16.33,1197,156.4,84.6,6,Diesel,Manual,3,198272
1998,Honda,36562,11.6,2493,76.0,151.6,5,CNG,Automatic,1,113471
2020,Maruti,179741,18.93,2639,41.0,64.7,4,CNG,Automatic,2,38607
2004,Honda,127921,14.17,1965,69.6,385.0,4,Petrol,Automatic,3,115803
1996,Tata,41640,23.32,1665,85.1,218.5,7,Electric,Automatic,1,120845
2008,Honda,126424,14.47,1856,93.9,87.5,4,Petrol,Manual,2,97468
2002,Kia,9035,29.88,1004,142.2,286.6,7,Petrol,Manual,2,212408
2017,Honda,133943,12.43,2803,191.4,137.1,6,CNG,Manual,2,273733
2021,Honda,119852,22.9,2201,129.4,268.2,4,CNG,Automatic,3,162287
2004,Honda,154238,17.54,1504,42.1,93.8,4,CNG,Automatic,2,30000
2019,Mahindra,142365,20.66,2360,193.8,130.0,6,Diesel,Manual,1,204791
2012,Ford,142058,17.29,2825,43.9,274.0,7,Diesel,Automatic,3,44809
2009,Mahindra,159637,27.22,1664,139.2,349.5,5,Diesel,Automatic,1,171296
1999,Kia,20729,17.01,2143,186.0,60.8,5,Petrol,Manual,2,244342
2016,Tata,112362,16.88,2742,132.8,95.3,5,Petrol,Manual,2,197644
2007,Maruti,168026,19.25,1385,100.8,243.8,5,Petrol,Automatic,2,155673
2012,Kia,19690,18.09,1473,139.5,303.5,7,Electric,Automatic,2,125597
1996,Honda,130677,13.84,1275,161.5,226.2,7,CNG,Manual,2,228462
2007,Renault,41071,20.76,2561,106.9,397.2,6,CNG,Manual,2,106191
2008,Honda,43783,13.91,2822,137.3,219.8,7,CNG,Automatic,2,204646
2004,Renault,163653,15.69,1691,151.7,85.6,5,Electric,Automatic,1,152941
1998,Toyota,151546,25.4,1205,86.5,214.1,6,CNG,Manual,2,46458
2009,Maruti,123629,14.06,1973,79.8,169.9,7,Diesel,Manual,2,56354
2002,Tata,160560,10.17,884,197.2,291.8,6,Diesel,Automatic,1,209772
2009,Ford,168133,23.97,1064,125.7,335.0,5,CNG,Automatic,2,190454
2008,Renault,150829,28.43,2082,78.3,218.8,5,Diesel,Manual,2,94069
2023,Tata,122148,14.12,2717,139.0,79.8,4,Diesel,Manual,2,158842
2021,Maruti,170129,25.62,1407,138.4,76.6,7,Electric,Automatic,2,208859
2015,Mahindra,69596,26.68,1082,190.5,169.5,6,Electric,Manual,2,251669
2003,Kia,160956,25.32,1888,192.9,100.2,7,CNG,Automatic,2,224078
2014,Honda,178486,26.9,2758,132.5,223.2,6,CNG,Manual,2,148941
1997,Mahindra,133842,23.76,2110,54.7,342.1,7,CNG,Automatic,1,67553
2020,Tata,124156,10.84,2268,133.5,99.6,6,Electric,Manual,1,168414
2009,Mahindra,19893,18.96,1209,94.9,192.9,4,Diesel,Automatic,3,120531
2018,Toyota,138529,13.86,2673,144.6,161.8,5,Diesel,Manual,3,143843
2011,Hyundai,48269,21.87,2610,108.8,239.6,5,Petrol,Manual,2,183943
2019,Mahindra,39859,23.98,2483,119.9,370.2,6,Electric,Manual,1,139973
2010,Volkswagen,147044,29.53,2464,174.0,104.2,4,Petrol,Manual,1,175174
1998,Maruti,69284,23.27,2121,165.0,146.3,4,Petrol,Automatic,1,207337
2005,Maruti,147468,19.29,1376,106.7,66.5,4,CNG,Automatic,3,74270
2019,Renault,13381,27.68,2900,51.2,204.7,6,Electric,Manual,1,81786
2002,Toyota,192352,12.9,1960,59.2,358.6,7,Petrol,Manual,2,90523
1997,Maruti,113634,14.24,2703,185.6,222.8,6,CNG,Automatic,1,193562
2013,Hyundai,9290,15.29,1848,91.8,160.6,4,Diesel,Manual,3,65401
2008,Mahindra,103562,14.98,1067,174.5,341.1,5,Diesel,Manual,3,250692
2003,Ford,73361,17.78,2206,182.1,256.4,5,Petrol,Automatic,3,233030
1997,Mahindra,17425,24.5,2071,67.0,353.0,7,Petrol,Automatic,1,63980
1998,Volkswagen,37915,29.28,2394,108.4,386.2,6,CNG,Manual,2,175950
2019,Tata,42192,15.66,2320,110.5,79.5,7,CNG,Manual,3,173987
2022,Ford,163185,12.63,1660,137.3,127.9,5,Petrol,Manual,3,170925
1998,Honda,164018,29.36,1022,109.9,381.7,5,CNG,Manual,2,80454
2005,Volkswagen,166889,23.22,2218,147.1,113.3,5,Petrol,Automatic,2,159738
2013,Mahindra,167273,14.31,1618,195.3,225.4,5,Petrol,Automatic,3,211331
2010,Renault,51669,25.13,1344,92.2,273.7,5,Petrol,Manual,3,108070
2017,Tata,152632,18.99,1345,151.7,113.0,5,CNG,Automatic,1,226450
2016,Hyundai,156111,21.93,2826,172.0,87.1,5,Petrol,Manual,1,202429
2011,Kia,143960,27.36,1036,58.8,128.2,4,CNG,Manual,1,93507
2004,Hyundai,83380,14.36,1863,138.6,258.5,6,Electric,Automatic,2,140448
2018,Tata,140173,18.62,2866,87.7,251.6,6,Petrol,Manual,1,105413
2011,Hyundai,143387,10.8,2785,101.0,69.6,6,Diesel,Manual,2,118114
2010,Volkswagen,66946,24.58,2260,64.6,283.2,4,Electric,Manual,2,122468
2014,Ford,86748,12.26,2344,185.4,361.8,7,Petrol,Automatic,3,264649
2016,Maruti,26201,25.56,2992,157.8,257.9,4,Petrol,Manual,3,166253
2000,Toyota,41756,20.93,1158,100.2,284.2,4,Electric,Manual,2,87830
2001,Renault,139150,16.47,1777,61.1,104.6,6,Electric,Automatic,3,55057
2008,Kia,3468,12.77,1131,93.5,78.9,6,Electric,Manual,1,158278
2005,Volkswagen,84896,15.19,2449,125.3,156.8,6,Electric,Automatic,2,144029
2006,Honda,73657,20.24,2565,168.9,149.1,7,Diesel,Automatic,3,187085
2008,Kia,28203,10.41,1383,113.4,261.2,7,CNG,Automatic,1,93736
1999,Renault,144727,13.47,984,61.9,168.7,4,CNG,Manual,3,70775
1999,Toyota,25029,22.29,2570,148.7,281.5,4,CNG,Automatic,1,222436
2014,Maruti,43405,21.82,2471,64.3,231.4,5,CNG,Manual,2,86330
2016,Volkswagen,139832,18.93,1176,179.7,192.7,4,Petrol,Manual,3,234298
2017,Mahindra,105568,10.13,1743,193.5,341.3,4,Diesel,Manual,1,197625
2020,Ford,53655,20.52,1214,167.8,144.6,6,CNG,Automatic,3,244976
2009,Mahindra,9312,28.15,1157,180.7,64.6,4,Petrol,Manual,1,168571
2020,Mahindra,198388,17.85,1354,91.9,147.1,4,Electric,Manual,3,152417
1995,Mahindra,53408,10.3,1028,66.2,186.9,6,CNG,Automatic,3,44481
2019,Honda,45021,22.46,1741,52.0,130.5,7,Petrol,Automatic,1,56051
2018,Tata,137662,22.78,1080,111.7,211.1,4,Diesel,Automatic,1,107270
2017,Toyota,17650,20.6,2382,181.2,176.1,6,Petrol,Manual,1,211881
2003,Volkswagen,171449,19.49,2402,144.1,195.7,6,Petrol,Automatic,2,149217
1997,Hyundai,65875,27.11,1882,75.4,181.5,6,Diesel,Automatic,1,119493
2020,Toyota,116710,25.24,2564,96.6,131.8,4,Petrol,Manual,3,174133
1998,Tata,10524,23.87,1488,128.0,155.4,6,Petrol,Manual,1,183905
2010,Tata,106977,19.41,1909,101.9,85.7,5,Petrol,Manual,1,118022
2001,Kia,119210,17.36,1688,186.9,84.8,4,CNG,Automatic,1,185190
2016,Renault,14162,18.86,1999,191.5,338.3,7,Electric,Automatic,1,281614
2008,Mahindra,154998,27.9,892,44.5,194.3,4,Petrol,Manual,2,32312
2010,Volkswagen,103118,27.39,978,162.9,240.1,7,Petrol,Automatic,1,229312
2023,Honda,25837,15.46,2525,192.1,212.5,4,Petrol,Manual,2,274267
2012,Toyota,170180,21.04,2041,127.5,395.0,5,Petrol,Manual,3,164589
2010,Mahindra,176962,27.35,1530,49.4,340.2,5,Diesel,Manual,3,46033
2010,Maruti,93123,22.21,1004,51.1,393.2,5,Diesel,Automatic,2,38278
1996,Kia,181098,10.69,2384,73.5,143.2,7,Diesel,Automatic,1,49448
2004,Toyota,176254,23.29,2090,151.4,254.1,6,CNG,Automatic,3,173438
2001,Renault,48961,10.39,2433,70.2,273.8,4,Diesel,Automatic,1,93253
2019,Mahindra,186977,25.55,1958,125.4,272.8,7,Petrol,Manual,3,169610
2021,Mahindra,134765,17.46,1276,119.3,195.7,4,Electric,Manual,2,189153
2009,Hyundai,110216,13.7,1760,105.6,374.4,7,Petrol,Manual,2,157145
2022,Renault,157493,21.98,2434,148.6,293.1,7,CNG,Automatic,3,174940
2003,Volkswagen,110159,18.94,957,97.7,145.9,7,CNG,Manual,1,88780
2001,Ford,34170,15.91,2483,163.4,215.9,6,Electric,Manual,2,212221
2021,Hyundai,198018,20.85,1699,94.5,210.8,4,CNG,Automatic,2,157584
2018,Tata,19353,15.69,2490,95.7,284.6,7,CNG,Automatic,1,87736
2010,Kia,27098,10.58,1030,91.8,98.4,7,CNG,Automatic,2,157459
2020,Renault,74641,23.41,1951,144.8,150.5,7,Diesel,Manual,2,212829
1997,Volkswagen,93975,10.44,808,71.3,93.2,5,Electric,Automatic,2,66594
2011,Honda,82714,20.88,1431,144.4,317.4,5,Electric,Manual,1,218954
2017,Ford,19023,23.95,2974,55.4,228.8,4,Petrol,Automatic,1,58103
2002,Toyota,161104,12.13,2488,134.8,140.1,6,CNG,Manual,3,199387
1996,Toyota,35753,13.06,1017,124.8,258.8,4,Electric,Manual,3,117226
2019,Ford,122260,29.35,831,183.7,377.2,4,Electric,Automatic,1,236153
2014,Ford,181493,19.41,1588,130.6,228.1,6,Petrol,Manual,1,176887
2020,Maruti,159896,26.5,2105,41.9,199.2,7,CNG,Manual,2,30000
2021,Maruti,113539,28.95,2840,114.5,203.5,6,Diesel,Automatic,3,145580
2019,Tata,33569,25.7,1256,59.6,167.5,6,Electric,Manual,3,46588
2023,Hyundai,131814,28.99,1220,86.7,252.7,6,Diesel,Automatic,3,133384
1997,Honda,23693,27.74,1236,72.2,99.2,7,Diesel,Manual,3,69303
2002,Hyundai,2179,22.8,2509,199.9,132.2,6,Electric,Automatic,2,194853
2021,Hyundai,28148,20.25,1255,161.4,114.7,7,Diesel,Manual,1,215841
1996,Renault,49632,26.25,2679,53.8,152.9,4,CNG,Automatic,2,108423
2013,Renault,58580,27.28,2956,161.1,305.3,4,Petrol,Automatic,1,209996
2011,Tata,122086,28.67,1553,110.0,345.5,4,Electric,Automatic,1,119479
1999,Honda,92006,14.35,2668,171.9,394.5,4,CNG,Automatic,3,241973
2014,Mahindra,5782,24.32,979,70.0,392.7,7,Electric,Manual,1,92219
2023,Ford,41210,29.57,2055,165.8,231.0,7,Electric,Manual,3,228307
2011,Mahindra,156873,20.75,2553,68.5,308.0,5,Electric,Manual,3,129853
2004,Ford,189136,27.66,2948,158.1,102.8,6,Diesel,Automatic,1,217842
2003,Volkswagen,94802,20.82,2004,163.8,191.8,4,CNG,Manual,3,238470
2016,Ford,1934,22.29,1412,102.2,335.9,5,Petrol,Manual,1,146017
2000,Toyota,50534,18.09,2430,83.5,114.3,5,Diesel,Automatic,2,107366
2005,Volkswagen,193703,14.79,1172,125.2,278.3,6,Electric,Manual,3,133374
1996,Volkswagen,128326,25.45,1920,106.1,339.2,6,Electric,Automatic,2,78516
2017,Tata,85786,17.13,2733,161.4,348.0,5,Petrol,Manual,2,159665
2006,Kia,58536,26.91,1546,189.0,316.0,4,Diesel,Manual,1,239096
2006,Toyota,165465,27.23,1183,99.0,106.6,6,Petrol,Manual,3,128521
2010,Volkswagen,144573,17.54,2663,53.3,398.7,4,CNG,Automatic,1,63894
2019,Maruti,60631,12.87,2791,139.9,229.9,7,Diesel,Automatic,1,206916
2016,Renault,91049,18.28,1799,190.7,252.4,4,Petrol,Manual,2,212110
2021,Toyota,88401,13.45,1024,49.4,369.1,7,CNG,Automatic,2,78926
2018,Renault,90821,24.05,2692,99.6,96.2,7,Electric,Manual,3,108490
2006,Kia,110968,17.77,1538,102.2,183.4,5,Diesel,Manual,1,102903
2015,Renault,43147,25.09,968,47.9,263.1,5,Petrol,Automatic,2,53295
2012,Maruti,68251,19.69,1022,141.2,275.1,6,CNG,Automatic,2,202783
2007,Kia,2805,11.93,2963,79.6,124.5,7,CNG,Automatic,2,66018
2009,Mahindra,183032,13.95,2323,147.5,360.5,6,Diesel,Manual,1,131332
2010,Renault,101891,28.25,2070,99.9,187.2,4,Petrol,Manual,3,84290
1998,Tata,101229,17.26,2573,106.2,266.2,4,Electric,Manual,1,162073
2006,Ford,130416,19.81,1087,173.2,293.9,4,Electric,Automatic,3,171580
2011,Honda,7983,15.46,2013,103.4,288.4,4,Petrol,Manual,3,154705
1995,Kia,28694,18.41,1307,171.3,139.7,6,Electric,Manual,1,246917
2016,Kia,126685,17.36,1570,166.1,271.8,7,Electric,Manual,3,195215
2012,Volkswagen,158637,12.73,950,70.1,263.1,7,Electric,Manual,3,66483
2016,Hyundai,182716,27.1,1485,192.3,278.4,5,CNG,Manual,3,188698
2010,Toyota,16270,26.84,1380,80.9,284.3,7,Petrol,Manual,2,136990
1995,Toyota,17842,21.89,815,127.8,207.7,6,Petrol,Manual,3,161928
2021,Maruti,46662,28.98,995,46.9,121.4,6,Electric,Automatic,3,30000
2004,Toyota,199735,22.49,1413,160.1,153.7,6,CNG,Manual,2,228328
2013,Honda,121907,16.01,2561,110.3,394.9,5,Diesel,Manual,3,182961
2010,Hyundai,160389,10.5,2808,88.7,76.5,7,Diesel,Automatic,2,86419
2008,Tata,182144,18.1,2764,141.6,276.1,5,Petrol,Manual,2,215521
2019,Honda,199210,17.94,2331,175.4,268.6,7,Petrol,Automatic,1,187754
1996,Volkswagen,154424,24.49,1233,48.9,389.6,6,Diesel,Manual,3,95970
2018,Kia,80028,16.59,1639,93.1,329.1,7,Diesel,Automatic,2,125858
2000,Kia,178987,17.15,2094,93.8,388.7,7,Petrol,Manual,3,97946
2022,Renault,69677,18.76,1407,186.7,308.5,6,Petrol,Automatic,1,244775
2016,Renault,130073,20.17,1775,138.1,253.0,5,CNG,Manual,3,151705
2017,Hyundai,93783,27.6,2068,167.9,69.1,5,Petrol,Manual,2,246956
1999,Tata,32502,14.72,1343,144.0,352.5,5,CNG,Manual,2,213733
2006,Toyota,82311,24.12,2262,159.4,120.9,4,Diesel,Manual,2,207617
2021,Volkswagen,106684,29.78,1422,167.4,337.9,6,CNG,Automatic,3,185434
1998,Hyundai,7071,26.01,1483,139.3,69.4,6,CNG,Automatic,2,195924
2016,Hyundai,68451,18.7,803,94.3,202.5,6,Diesel,Manual,1,97495
2018,Volkswagen,152663,12.42,1884,119.3,169.5,7,Electric,Manual,2,195749
1998,Ford,166570,18.83,2285,165.3,358.5,4,Petrol,Automatic,1,197215
1999,Maruti,37760,19.64,1741,66.8,297.0,4,Petrol,Automatic,3,82598
2001,Renault,169602,15.25,1275,104.9,303.4,5,Diesel,Manual,2,78145
2000,Mahindra,51262,16.09,801,48.7,154.6,4,Electric,Manual,3,30000
2007,Volkswagen,2288,19.27,2951,124.6,210.1,5,Petrol,Automatic,1,149297
1998,Renault,16114,17.15,2685,117.2,152.8,4,CNG,Manual,2,160459
2007,Hyundai,32622,17.77,1762,166.1,243.5,6,Petrol,Automatic,2,239485
1998,Maruti,9460,14.56,2769,147.7,148.3,5,Petrol,Manual,2,227043
2004,Hyundai,172974,15.73,2893,113.4,116.6,7,Petrol,Automatic,3,105246
2014,Tata,103889,12.08,2870,124.5,327.1,7,Electric,Manual,2,111313
1995,Toyota,160022,22.27,2396,61.0,317.9,5,Petrol,Manual,1,30000
2015,Renault,68148,14.41,2856,168.8,303.5,7,Electric,Automatic,2,217001
2002,Kia,191339,10.95,2392,49.9,85.8,4,Electric,Manual,2,69929
2001,Kia,146194,19.65,2831,89.9,88.6,7,Petrol,Manual,3,150940
1999,Mahindra,27648,28.46,2282,182.6,258.7,7,CNG,Manual,2,210694
1997,Tata,42171,27.63,940,181.1,381.1,6,Diesel,Manual,2,224687
2009,Ford,70960,26.97,2404,80.4,346.0,6,Diesel,Automatic,1,82923
2021,Toyota,105984,15.31,1143,194.4,235.1,6,Diesel,Automatic,3,192955
2011,Volkswagen,39628,17.02,2909,193.2,133.7,4,CNG,Automatic,2,212795
2023,Honda,37136,24.85,1517,192.8,240.0,6,Diesel,Manual,3,241268
2017,Hyundai,37690,12.87,972,42.5,87.1,4,CNG,Automatic,3,63262
2007,Volkswagen,188275,23.54,2726,111.6,270.9,6,CNG,Automatic,3,129542
2009,Toyota,14308,13.38,949,87.4,110.2,5,Electric,Manual,2,130894
2021,Kia,98954,11.03,1975,45.5,303.7,4,Diesel,Automatic,3,40637
2013,Mahindra,174891,12.28,2004,91.1,153.4,7,CNG,Manual,1,143267
2014,Maruti,1055,23.39,2416,176.3,285.1,6,Electric,Automatic,3,179207
2008,Mahindra,161210,20.83,1523,88.9,130.6,6,CNG,Automatic,2,124258
2015,Tata,4889,17.56,2548,110.8,240.7,4,Petrol,Manual,1,127104
2007,Volkswagen,82963,24.43,2657,145.2,133.5,5,Electric,Automatic,3,175644
2006,Tata,57685,26.8,1545,41.9,170.0,5,CNG,Automatic,2,30000
2018,Mahindra,68077,10.24,2441,108.2,181.6,4,Electric,Manual,3,137186
2023,Renault,42458,28.37,1336,191.6,140.0,7,Diesel,Manual,1,205416
2017,Mahindra,31047,26.48,2818,59.0,374.4,6,Petrol,Automatic,1,52007
2003,Volkswagen,127152,20.35,1507,172.4,68.6,4,CNG,Automatic,1,179248
2021,Honda,98017,14.3,2102,140.0,165.9,4,CNG,Automatic,3,146857
1997,Honda,44128,29.0,1500,198.6,301.4,5,CNG,Manual,1,198583
2005,Toyota,39447,23.24,2202,50.7,111.4,5,Petrol,Manual,2,30000
2004,Volkswagen,155969,10.51,2135,185.8,309.6,6,Diesel,Manual,1,258891
1995,Renault,164845,18.76,2878,149.9,93.2,4,Electric,Automatic,2,218493
2011,Kia,13324,23.8,1926,91.5,304.6,5,Diesel,Manual,3,63112
2022,Ford,164306,25.22,2804,126.3,142.5,6,CNG,Manual,3,180710
2020,Hyundai,38089,26.33,1567,113.4,101.3,4,Diesel,Automatic,1,119264
